record_number,record_date,permit_type,status,source_county,property_a,prop_city,prop_zip,licensed_company_name,roof_covering_material,bldg_sf,total_valu,property_age,job_value,source_date_range_start,source_date_range_end,forest_point_estimate,comp_median,comp_low_10,comp_high_90,comp_low_05,comp_high_95,comp_neighbor_count,recommended_band_low,recommended_band_high,actual_minus_comp_median,actual_vs_comp_median_pct,forest_minus_comp_median
BLD-25-15762,2025-11-06,RE-ROOF,Issued,douglas,2418 REDICK AV,OMAHA,68112,BN ENTERPRISES LLC,Asphalt,1508.0,114900.0,101.0,11892.93,2025-11-01,2025-11-06,10742.733542275804,9950.0,750.0000000000002,14900.0,500.0,15000.0,12,500.0,15000.0,1942.9300000000003,0.19526934673366836,792.7335422758042
BLD-25-15763,2025-11-06,RE-ROOF,Closed,douglas,6333 N 51 AV,OMAHA,68104,RESULTS CONTRACTING,Asphalt,1202.0,219800.0,24.0,12000.0,2025-11-01,2025-11-06,9353.59517188045,8776.0,4633.457,12310.058,2700.0,17200.590999999993,12,2700.0,17200.590999999993,3224.0,0.3673655423883318,577.5951718804499
BLD-25-15766,2025-11-06,RE-ROOF,Closed,douglas,11112 X ST,OMAHA,68137,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",Asphalt,936.0,194600.0,53.0,4826.08,2025-11-01,2025-11-06,4651.953372043695,11580.5,5320.9,16170.0,2905.55,31876.515999999974,12,2905.55,31876.515999999974,-6754.42,-0.5832580631233539,-6928.546627956305
BLD-25-15767,2025-11-06,RE-ROOF,Closed,douglas,7920 N 152 AV,DOUGLAS COUNTY,68007,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",Asphalt,1932.0,279100.0,19.0,5920.4,2025-11-01,2025-11-06,7711.773063260238,15193.5,9679.805,33103.600000000006,7312.201500000001,34013.0,12,7312.201500000001,34013.0,-9273.1,-0.6103333662421431,-7481.726936739762
BLD-25-15768,2025-11-06,RE-ROOF,Issued,douglas,14222 CORBY ST,OMAHA,68164,MIGHTY DOG ROOFING,Asphalt,1072.0,240600.0,47.0,16800.0,2025-11-01,2025-11-06,11623.350894724781,6737.0,4664.143,12058.4,4607.0745,12546.8,12,4607.0745,12546.8,10063.0,1.4936915541042006,4886.350894724781
BLD-25-15771,2025-11-06,RE-ROOF,Issued,douglas,3636 CORNHUSKER DR,OMAHA,68124,APPLE ROOFING LLC,Asphalt,912.0,182800.0,62.0,8561.0,2025-11-01,2025-11-06,6786.926099741075,7439.0,3859.66,14726.474,2119.05,15585.0,12,2119.05,15585.0,1122.0,0.15082672402204597,-652.0739002589253
BLD-25-15772,2025-11-06,RE-ROOF,Issued,douglas,2820 N 41 ST,OMAHA,68111,GOLDEN EXTERIORS & REMODELING,Asphalt,1480.0,136500.0,108.0,12000.0,2025-11-01,2025-11-06,9832.380799687166,10894.5,500.0,15000.0,500.0,21332.39999999999,12,500.0,21332.39999999999,1105.5,0.10147322043232825,-1062.1192003128344
BLD-25-15773,2025-11-06,RE-ROOF,Issued,douglas,15215 CAMDEN CR,OMAHA,68116,DREW'S UNITED ROOFING & SIDING OF NE INC,Asphalt,1173.0,248500.0,19.0,8000.0,2025-11-01,2025-11-06,7690.179392621833,8824.0,4639.5,10074.159,2700.0,10704.262999999999,12,2700.0,10704.262999999999,-824.0,-0.09338168631006347,-1133.8206073781666
BLD-25-15775,2025-11-06,RE-ROOF,Closed,douglas,8507 POTTER ST,DOUGLAS COUNTY,68122,TIMBER RIDGE ROOFING & EXTERIORS,Asphalt,1113.0,235100.0,25.0,8000.0,2025-11-01,2025-11-06,8968.37688320825,9440.5,5923.413,14038.1,5081.0135,25553.99999999998,12,5081.0135,25553.99999999998,-1440.5,-0.1525872570308776,-472.12311679175036
BLD-25-15778,2025-11-07,RE-ROOF,Closed,douglas,3824 JAYNES ST,OMAHA,68111,ERIE CONSTRUCTION MID-WEST INC,Asphalt,964.0,81800.0,113.0,26301.0,2025-11-07,2025-11-11,12177.306725793887,5900.0,3510.0,17950.0,3220.0,27085.04999999999,12,3220.0,27085.04999999999,20401.0,3.4577966101694915,6277.306725793887
BLD-25-15779,2025-11-07,RE-ROOF,Closed,douglas,8713 NICHOLAS ST,OMAHA,68114,ERIE CONSTRUCTION MID-WEST INC,Asphalt,1326.0,175100.0,67.0,32000.0,2025-11-07,2025-11-11,15489.297821323784,15350.0,5982.3,23093.235000000004,5555.0,40910.73249999997,12,5555.0,40910.73249999997,16650.0,1.0846905537459284,139.29782132378386
BLD-25-15781,2025-11-07,RE-ROOF,Issued,douglas,833 N 107 AV,OMAHA,68114,INNOVATIVE CONTRACTORS,Asphalt,1138.0,235400.0,50.0,10510.0,2025-11-07,2025-11-11,8806.645264641325,7212.5,5057.353,16601.419,2975.0,17387.85,12,2975.0,17387.85,3297.5,0.45719237435008664,1594.1452646413254
BLD-25-15789,2025-11-07,RE-ROOF,Closed,douglas,4115 S 36 AV,OMAHA,68107,BLU GENERAL CONTRACTING,Asphalt,1063.0,170100.0,75.0,4835.0,2025-11-07,2025-11-11,6387.550769157123,9697.0,4061.67,13313.214,3967.87,23111.452999999987,12,3967.87,23111.452999999987,-4862.0,-0.5013921831494277,-3309.449230842877
BLD-25-15791,2025-11-07,RE-ROOF,Closed,douglas,2909 N 154 CR,OMAHA,68116,BLU GENERAL CONTRACTING,Asphalt,1303.0,316900.0,32.0,18945.0,2025-11-07,2025-11-11,12649.385210282666,11912.41,5685.6,16420.0,3669.2000000000003,17889.5425,12,3669.2000000000003,17889.5425,7032.59,0.5903582902200311,736.975210282666
BLD-25-15800,2025-11-07,RE-ROOF,Issued,douglas,2607 S 31 ST,OMAHA,68105,BN ENTERPRISES LLC,Asphalt,1404.0,191200.0,125.0,10682.41,2025-11-07,2025-11-11,10860.36641678017,7660.0,700.0000000000002,12679.050000000001,500.0,14214.974999999999,12,500.0,14214.974999999999,3022.41,0.3945704960835509,3200.3664167801708
BLD-25-15803,2025-11-07,RE-ROOF,Closed,douglas,653 N 85 ST,OMAHA,68114,RESULTS CONTRACTING,Asphalt,1270.0,206100.0,70.0,18000.0,2025-11-07,2025-11-11,15051.343097347262,13153.92,5982.3,31165.915000000005,5555.0,45498.19999999998,12,5555.0,45498.19999999998,4846.08,0.3684133703109035,1897.4230973472622
BLD-25-15815,2025-11-07,RE-ROOF,Closed,douglas,4870 JAYNES ST,OMAHA,68104,CASA CANO ROOFING EXTERIORS LLC D/B/A ROOFORIA HOME EXTERIORS,Asphalt,1064.0,194900.0,62.0,500.0,2025-11-07,2025-11-11,990.2144706451307,6324.66,1830.0,11042.478000000001,1160.0,11888.430999999999,12,1160.0,11888.430999999999,-5824.66,-0.9209443669699241,-5334.445529354869
BLD-25-15816,2025-11-07,RE-ROOF,Closed,douglas,2441 N 191 AV,OMAHA,68022,RESULTS CONTRACTING,Asphalt,1234.0,335000.0,15.0,12000.0,2025-11-07,2025-11-11,10067.104338721449,10039.755000000001,900.0000000000003,17467.319000000003,500.0,20631.556999999997,12,500.0,20631.556999999997,1960.244999999999,0.1952482904214295,27.349338721447566
BLD-25-15884,2025-11-07,RE-ROOF,Closed,douglas,3710 PADDOCK RD,OMAHA,68124,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",Asphalt,2372.0,476200.0,47.0,7720.82,2025-11-07,2025-11-11,11689.096875070336,15750.0,6515.442,24800.600000000002,5825.0,27474.999999999996,12,5825.0,27474.999999999996,-8029.18,-0.5097892063492063,-4060.903124929664
BLD-25-15831,2025-11-10,RE-ROOF,Closed,douglas,1560 N 208 TR,DOUGLAS COUNTY,68022,RESULTS CONTRACTING,Asphalt,2061.0,324400.0,16.0,8000.0,2025-11-07,2025-11-11,8137.058194234919,8541.145,5351.0560000000005,22950.0,4218.4425,23900.0,12,4218.4425,23900.0,-541.1450000000004,-0.06335743041477465,-404.0868057650814
BLD-25-15833,2025-11-10,RE-ROOF,Closed,douglas,8314 GOLD ST,OMAHA,68124,TDH HOME BUILDING INC,Asphalt,1756.0,260100.0,66.0,10500.0,2025-11-07,2025-11-11,11174.55507000008,9469.0,7425.368,24540.134000000002,6226.5365,25727.0965,12,6226.5365,25727.0965,1031.0,0.10888161368676734,1705.5550700000804
BLD-25-15836,2025-11-10,RE-ROOF,Issued,douglas,10535 IZARD ST,OMAHA,68114,JENSEN ENTERPRISES,Asphalt,1094.0,233900.0,47.0,5000.0,2025-11-07,2025-11-11,8145.450055282741,8230.0,5621.077,13758.855000000001,3290.4415,15817.154499999997,12,3290.4415,15817.154499999997,-3230.0,-0.39246658566221143,-84.54994471725877
BLD-25-15838,2025-11-10,RE-ROOF,Issued,douglas,507 S 161 ST,OMAHA,68118,WEATHERGUARD INC,Thermoplastic Single-Ply,1813.0,393900.0,32.0,11145.0,2025-11-07,2025-11-11,12402.581097135348,17373.739999999998,7580.652,36858.0,6285.4565,67040.99999999996,12,6285.4565,67040.99999999996,-6228.739999999998,-0.3585146318524393,-4971.15890286465
BLD-25-15846,2025-11-10,RE-ROOF,Closed,douglas,1433 N 209 ST,DOUGLAS COUNTY,68022,EMERALD ROOFING DBA RONNOCO CONSTRUCTION INC,Asphalt,1708.0,320400.0,14.0,2879.0,2025-11-07,2025-11-11,5390.021540330935,8641.145,5813.269,24800.0,5516.233,29060.799999999996,12,5516.233,29060.799999999996,-5762.145,-0.666826560600476,-3251.1234596690656
BLD-25-15853,2025-11-10,RE-ROOF,Issued,douglas,5417 S 107 ST,OMAHA,68127,RED RHINO ROOFS & SOLAR LLC,Asphalt,1396.0,298200.0,58.0,8246.0,2025-11-07,2025-11-11,9049.709300816416,12882.369999999999,10156.1,16930.0,9865.0,32261.515999999978,12,9865.0,32261.515999999978,-4636.369999999999,-0.3599003909994822,-3832.6606991835833
BLD-25-15856,2025-11-10,RE-ROOF,Closed,douglas,415 N 47 ST,OMAHA,68132,LEGACY RESTORATION,Asphalt,1203.0,207600.0,99.0,11789.0,2025-11-07,2025-11-11,9675.772835391936,8327.0,2250.0,24000.000000000004,1325.0,26129.05,12,1325.0,26129.05,3462.0,0.4157559745406509,1348.7728353919356
BLD-25-15861,2025-11-10,RE-ROOF,Closed,douglas,5037 S 38 ST,OMAHA,68107,LEGACY RESTORATION,Asphalt,624.0,131400.0,85.0,8641.0,2025-11-07,2025-11-11,7135.250630345986,7139.0,5190.6,10900.0,5026.95,12073.006999999998,12,5026.95,12073.006999999998,1502.0,0.21039361255077743,-3.7493696540141173
BLD-25-15883,2025-11-10,RE-ROOF,Issued,douglas,6218 S 151 ST,OMAHA,68137,MILLARD GUTTERS CO DBA MILLARD ROOFING AND GUTTER,Asphalt,976.0,207700.0,49.0,4939.0,2025-11-07,2025-11-11,5182.31519794177,7203.575,3524.8250000000003,13937.357,2410.0,17295.051499999994,12,2410.0,17295.051499999994,-2264.575,-0.314368213005348,-2021.25980205823
BLD-25-15886,2025-11-10,RE-ROOF,Closed,douglas,2039 N 153 AV,OMAHA,68116,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",Asphalt,1198.0,256100.0,28.0,1280.0,2025-11-07,2025-11-11,4848.555178390492,10237.525,5062.4,18710.5,4811.9,19179.2925,12,4811.9,19179.2925,-8957.525,-0.8749697802935769,-5388.969821609508
BLD-25-15887,2025-11-10,RE-ROOF,Closed,douglas,521 BEVERLY DR,OMAHA,68114,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",Mineral Surface Roll Roofing,1627.0,363800.0,75.0,5182.62,2025-11-07,2025-11-11,7487.044439998028,11000.0,6510.0,23880.000000000004,4025.0000000000005,25787.5,12,4025.0000000000005,25787.5,-5817.38,-0.5288527272727273,-3512.955560001972
BLD-25-15888,2025-11-10,RE-ROOF,Closed,douglas,4537 PINE ST,OMAHA,68106,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",Asphalt,1923.0,201900.0,98.0,8231.0,2025-11-07,2025-11-11,9222.556050978203,10294.5,2590.0000000000005,20388.600000000002,1380.0,23738.749999999996,12,1380.0,23738.749999999996,-2063.5,-0.20044684054592257,-1071.9439490217974
BLD-25-15890,2025-11-10,RE-ROOF,Closed,douglas,3167 CURTIS AV,OMAHA,68111,SUPERIOR CONTRACTORS LLC,Asphalt,1132.0,137800.0,110.0,9590.0,2025-11-07,2025-11-11,9803.305674642741,10100.0,6161.539,14000.0,4727.5665,15349.999999999998,12,4727.5665,15349.999999999998,-510.0,-0.0504950495049505,-296.694325357259
BLD-25-15891,2025-11-10,RE-ROOF,Closed,douglas,6205 N 153 AV,DOUGLAS COUNTY,68116,"MAXIM ENTERPRISES, LLC - DBA MAXIM HOMES",Asphalt,1936.0,386500.0,25.0,10000.0,2025-11-07,2025-11-11,12452.851977041355,16179.5,7348.6,27631.257,5791.35,40157.71049999998,12,5791.35,40157.71049999998,-6179.5,-0.381933928736982,-3726.648022958645
BLD-25-15906,2025-11-11,RE-ROOF,Issued,douglas,18115 MAYBERRY ST,OMAHA,68022,PACIFIC PARTNERS GROUPS,Asphalt,2977.0,551900.0,20.0,13000.0,2025-11-07,2025-11-11,15043.321781141653,23890.555,12014.044,30150.0,10606.99,40873.39999999998,12,10606.99,40873.39999999998,-10890.555,-0.45585190465437075,-8847.233218858348
BLD-25-15908,2025-11-11,RE-ROOF,Closed,douglas,2431 LAUREL AV,OMAHA,68111,RESULTS CONTRACTING,Asphalt,1561.0,174800.0,110.0,17000.0,2025-11-07,2025-11-11,14766.044082476235,10250.0,6161.539,19284.809,4727.5665,21279.605499999998,12,4727.5665,21279.605499999998,6750.0,0.6585365853658537,4516.044082476235
BLD-25-15910,2025-11-11,RE-ROOF,Closed,douglas,6223 VANE ST,OMAHA,68152,FULL CIRCLE ROOFING,Asphalt,1536.0,255600.0,62.0,15000.0,2025-11-07,2025-11-11,13734.21062363824,8878.09,4050.0,15157.9,2425.0,18745.199999999993,12,2425.0,18745.199999999993,6121.91,0.6895525952091046,4856.12062363824
BLD-25-15912,2025-11-11,RE-ROOF,Closed,douglas,2508 N 161 ST,OMAHA,68116,SHAMROCK HILLS LLC,Asphalt,3181.0,596700.0,30.0,27000.0,2025-11-07,2025-11-11,22744.645532708437,17288.5,10125.5,45411.476,9550.0,49441.59299999999,12,9550.0,49441.59299999999,9711.5,0.5617317870260577,5456.145532708437
BLD-25-15914,2025-11-11,RE-ROOF,Issued,douglas,3018 STONE AV,OMAHA,68111,ALL STAR EXTERIORS LLC,Asphalt,888.0,164000.0,104.0,9000.0,2025-11-07,2025-11-11,7586.215828205406,7910.875,3247.1000000000004,12900.0,1875.0,13450.0,12,1875.0,13450.0,1089.125,0.13767440390601546,-324.65917179459393
BLD-25-15918,2025-11-11,RE-ROOF,Closed,douglas,15281 WIRT ST,OMAHA,68116,WHITE CASTLE ROOFING & CONTRACTING INC,Asphalt,1133.0,229200.0,29.0,4582.0,2025-11-07,2025-11-11,5828.222813669963,8305.5,4550.0,16157.600000000002,3051.0,17655.25,12,3051.0,17655.25,-3723.5,-0.4483173800493649,-2477.277186330037
BLD-25-15919,2025-11-11,RE-ROOF,Closed,douglas,9621 MAPLE DR,OMAHA,68134,WHITE CASTLE ROOFING & CONTRACTING INC,Asphalt,950.0,232600.0,62.0,6049.0,2025-11-07,2025-11-11,6634.113563386892,8490.0,1852.9260000000004,14706.919,1050.0,18776.717499999995,12,1050.0,18776.717499999995,-2441.0,-0.28751472320376914,-1855.8864366131083
BLD-25-15923,2025-11-11,RE-ROOF,Closed,douglas,5925 N 108 AVENUE CR,OMAHA,68164,MCCOY ROOFING HOLDINGS,Asphalt,1227.0,239900.0,41.0,9100.0,2025-11-07,2025-11-11,9383.719329221012,8250.0,5000.0,15816.300000000001,2975.0,16623.85,12,2975.0,16623.85,850.0,0.10303030303030303,1133.7193292210122
BLD-25-15924,2025-11-11,RE-ROOF,Closed,douglas,19464 R ST,DOUGLAS COUNTY,68135,MCCOY ROOFING HOLDINGS,Asphalt,1343.0,284200.0,13.0,8000.0,2025-11-07,2025-11-11,7538.115897081769,7890.0,5005.842000000001,14710.548,4228.579,24123.55949999999,12,4228.579,24123.55949999999,110.0,0.01394169835234474,-351.8841029182313
BLD-25-15928,2025-11-11,RE-ROOF,Closed,douglas,5920 S 152 ST,OMAHA,68137,RESULTS CONTRACTING,Asphalt,1393.0,262800.0,49.0,15000.0,2025-11-07,2025-11-11,12657.974006850442,12735.985,5427.1,20534.5,3510.0,21450.0,12,3510.0,21450.0,2264.0149999999994,0.1777652062247246,-78.010993149559
BLD-25-15931,2025-11-11,RE-ROOF,Closed,douglas,5018 N 54 ST,OMAHA,68104,RESULTS CONTRACTING,Asphalt,1026.0,183900.0,47.0,9000.0,2025-11-07,2025-11-11,7463.741407671144,6324.66,3100.0,9180.562,1875.0,11482.248999999996,12,1875.0,11482.248999999996,2675.34,0.4230013945413667,1139.081407671144
BLD-25-15934,2025-11-11,RE-ROOF,Issued,douglas,13057 AMES AV,OMAHA,68164,ANCHOR ROOFING & LANDSCAPING LLC,Asphalt,1022.0,187500.0,46.0,10900.0,2025-11-07,2025-11-11,8375.64677671885,9000.0,4664.143,13916.4,2770.1745,15244.049999999997,12,2770.1745,15244.049999999997,1900.0,0.2111111111111111,-624.3532232811503
BLD-25-15935,2025-11-11,RE-ROOF,Issued,douglas,16066 CHARLES ST,OMAHA,68118,ANCHOR ROOFING & LANDSCAPING LLC,Asphalt,2500.0,408300.0,37.0,16000.0,2025-11-07,2025-11-11,17324.191033877458,9606.795,7753.5,22389.914,7407.0,27949.999999999993,12,7407.0,27949.999999999993,6393.205,0.6654878135736215,7717.396033877458
BLD-25-15940,2025-11-11,RE-ROOF,Issued,douglas,8811 WYOMING ST,DOUGLAS COUNTY,68122,JENSEN ENTERPRISES,Asphalt,2610.0,360500.0,17.0,14000.0,2025-11-07,2025-11-11,12935.267795871116,16693.5,9968.311000000002,23604.0,9619.1955,25614.949999999997,12,9619.1955,25614.949999999997,-2693.5,-0.16135022613592118,-3758.2322041288844
BLD-25-15944,2025-11-11,RE-ROOF,Closed,douglas,1024 N 74 AV,OMAHA,68114,ROYALTY ROOFING INC,Asphalt,1760.0,304500.0,65.0,9994.18,2025-11-07,2025-11-11,11048.828047213277,11642.0,5721.206,30600.000000000004,5275.0,45498.19999999998,12,5275.0,45498.19999999998,-1647.8199999999997,-0.14154097234152205,-593.1719527867226
BLD-25-15947,2025-11-11,RE-ROOF,Issued,douglas,4215 S 12 ST,OMAHA,68107,MICHAEL'S ROOFING & RESTORATION LLC,Asphalt,1408.0,117100.0,115.0,12000.0,2025-11-07,2025-11-11,8852.685566732405,6400.255,1850.0000000000002,12000.0,1439.25,13799.999999999996,12,1439.25,13799.999999999996,5599.745,0.8749252959452396,2452.430566732405
BLD-25-15963,2025-11-12,RE-ROOF,Issued,douglas,6123 S 142 ST,OMAHA,68137,REAVIS ROOFING,Asphalt,1641.0,271600.0,41.0,10000.0,2025-11-12,2025-11-21,9889.391250159275,14235.435000000001,9200.0,17888.760000000002,8089.02,19349.999999999996,12,8089.02,19349.999999999996,-4235.435000000001,-0.2975276133114303,-4346.043749840726
BLD-25-15973,2025-11-12,RE-ROOF,Issued,douglas,8325 SEWARD ST,OMAHA,68114,RESULTS CONTRACTING,Asphalt,988.0,209200.0,64.0,15000.0,2025-11-12,2025-11-21,7918.315019652278,10365.42,5086.334,23093.235000000004,2991.0930000000003,40910.73249999997,12,2991.0930000000003,40910.73249999997,4634.58,0.4471193641936361,-2447.1049803477217
BLD-25-15978,2025-11-12,RE-ROOF,Closed,douglas,15511 JACKSON CR,OMAHA,68154,MCCOY ROOFING HOLDINGS,Asphalt,1544.0,306400.0,46.0,14000.0,2025-11-12,2025-11-21,12873.30734891535,11660.5,4944.0,22083.4,2865.0,29126.899999999987,12,2865.0,29126.899999999987,2339.5,0.20063462115689723,1212.8073489153503
BLD-25-15979,2025-11-12,RE-ROOF,Issued,douglas,2031 S 197 ST,DOUGLAS COUNTY,68130,ANTOINE CONSTRUCTION,Asphalt,1640.0,375800.0,17.0,12000.0,2025-11-12,2025-11-21,11349.002974113422,10250.415,6000.0,28740.9,5186.463,29513.25,12,5186.463,29513.25,1749.5849999999991,0.17068430887920139,1098.5879741134213
BLD-25-15981,2025-11-12,RE-ROOF,Issued,douglas,21285 OLDGATE CR,OMAHA,68022,EVERLAST EXTERIORS,Asphalt,2139.0,386800.0,46.0,12423.0,2025-11-12,2025-11-21,11619.950024428128,14422.119999999999,8050.3,28388.111,6956.6345,31194.999999999996,12,6956.6345,31194.999999999996,-1999.119999999999,-0.13861484996657905,-2802.169975571871
BLD-25-15982,2025-11-12,RE-ROOF,Issued,douglas,7009 N 24 ST,OMAHA,68112,PINNACLE ROOFING LLC,Asphalt,1725.0,104600.0,110.0,10500.0,2025-11-12,2025-11-21,7020.533938864601,13000.0,6161.539,19584.809,4727.5665,21279.605499999998,12,4727.5665,21279.605499999998,-2500.0,-0.19230769230769232,-5979.466061135399
BLD-25-15983,2025-11-12,RE-ROOF,Closed,douglas,17235 WINDSOR DR,DOUGLAS COUNTY,68118,"LIGHTNING EXTERIORS, LLC",Asphalt,2306.0,428700.0,21.0,23000.0,2025-11-12,2025-11-21,19194.313365997335,10300.0,7807.5,19600.0,7440.0,21125.0,12,7440.0,21125.0,12700.0,1.233009708737864,8894.313365997335
BLD-25-15986,2025-11-13,RE-ROOF,Issued,douglas,14771 HARTMAN PA,DOUGLAS COUNTY,68116,SCRIBNER ENTERPRISES INC.,Asphalt,1603.0,307500.0,11.0,19607.65,2025-11-12,2025-11-21,14437.431505648663,12530.0,7331.3,21556.5,6644.1,22693.0065,12,6644.1,22693.0065,7077.6500000000015,0.564856344772546,1907.431505648663
BLD-25-15987,2025-11-13,RE-ROOF,Issued,douglas,15712 LAFAYETTE AV,OMAHA,68118,KW ENTERPRISE,Asphalt,1895.0,353900.0,33.0,4800.0,2025-11-12,2025-11-21,7463.742388269542,12321.65,7580.652,20736.818000000003,6933.4565,24298.749999999996,12,6933.4565,24298.749999999996,-7521.65,-0.6104417833650525,-4857.907611730458
BLD-25-15990,2025-11-13,RE-ROOF,Closed,douglas,2011 SPENCER ST,OMAHA,68110,ORLANDO'S LANDSCAPING & CONCRETE LLC,Asphalt,1989.0,151100.0,136.0,9700.0,2025-11-12,2025-11-21,7409.63048193408,9950.0,500.0,14800.0,500.0,19499.999999999993,12,500.0,19499.999999999993,-250.0,-0.02512562814070352,-2540.3695180659197
BLD-25-16006,2025-11-13,RE-ROOF,Issued,douglas,18418 PIERCE CR,OMAHA,68130,BB Roofing,Slate Shingles,2546.0,653300.0,31.0,50000.0,2025-11-12,2025-11-21,41158.34326225834,16823.025,12123.7,42119.9,10480.0,58569.99999999997,12,10480.0,58569.99999999997,33176.975,1.9721170835803903,24335.31826225834
BLD-25-16009,2025-11-13,RE-ROOF,Closed,douglas,19927 NINA ST,DOUGLAS COUNTY,68130,RESULTS CONTRACTING,Asphalt,1763.0,448400.0,20.0,13000.0,2025-11-12,2025-11-21,14447.954178761705,15233.65,4800.0830000000005,29003.5,4361.463,29513.25,12,4361.463,29513.25,-2233.6499999999996,-0.14662605481942934,-785.6958212382942
BLD-25-16015,2025-11-13,RE-ROOF,Closed,douglas,9138 SUMMIT ST,DOUGLAS COUNTY,68122,RESULTS CONTRACTING,Asphalt,1322.0,260400.0,10.0,8000.0,2025-11-12,2025-11-21,8588.648578376793,7139.23,5064.506,11586.7,4796.087,12754.55,12,4796.087,12754.55,860.7700000000004,0.12056902495087012,1449.4185783767934
BLD-25-16019,2025-11-13,RE-ROOF,Closed,douglas,3333 RUGGLES ST,OMAHA,68111,MCCOY ROOFING HOLDINGS,Asphalt,884.0,146800.0,70.0,7000.0,2025-11-12,2025-11-21,7098.846769581963,6688.0,1830.0,9974.512,1682.0,10571.239,12,1682.0,10571.239,312.0,0.04665071770334928,410.8467695819627
BLD-25-16020,2025-11-13,RE-ROOF,Closed,douglas,7865 MARY ST,OMAHA,68122,ROYALTY ROOFING INC,Asphalt,1337.0,269800.0,25.0,6455.46,2025-11-12,2025-11-21,8006.378532111048,7911.5,4553.834,10963.0,4347.0,12822.499999999996,12,4347.0,12822.499999999996,-1456.04,-0.1840409530430386,94.87853211104812
BLD-25-16027,2025-11-13,RE-ROOF,Closed,douglas,15268 LOCUST ST,OMAHA,68116,ROYALTY ROOFING INC,Asphalt,1220.0,258900.0,31.0,5624.0,2025-11-12,2025-11-21,7260.728904838203,10013.0,4508.2,18710.5,3051.0,19179.2925,12,3051.0,19179.2925,-4389.0,-0.43833017077798864,-2752.2710951617973
BLD-25-16031,2025-11-13,RE-ROOF,Issued,douglas,18902 DREXEL CR,DOUGLAS COUNTY,68135,A&G ROOFING,Asphalt,1162.0,279600.0,13.0,9000.0,2025-11-12,2025-11-21,7305.309994640539,7865.0,4650.0,14601.761000000002,4011.12,24123.55949999999,12,4011.12,24123.55949999999,1135.0,0.14431023521932612,-559.6900053594609
BLD-25-16033,2025-11-14,RE-ROOF,Issued,douglas,2522 S 191 CR,OMAHA,68130,WEATHERGUARD INC,Thermoplastic Single-Ply,3234.0,626400.0,21.0,14563.0,2025-11-12,2025-11-21,15163.079457750293,23890.555,11805.716999999999,30250.0,10531.271499999999,40873.39999999998,12,10531.271499999999,40873.39999999998,-9327.555,-0.3904285605755078,-8727.475542249707
BLD-25-16034,2025-11-14,RE-ROOF,Closed,douglas,6915 WESTERN AV,OMAHA,68132,ERIE CONSTRUCTION MID-WEST INC,Metal Shingles,1190.0,227900.0,72.0,61996.0,2025-11-12,2025-11-21,19995.797147669597,13000.0,5910.0,23093.235000000004,5555.0,27412.532499999994,12,5555.0,27412.532499999994,48996.0,3.768923076923077,6995.797147669597
BLD-25-16038,2025-11-14,RE-ROOF,Closed,douglas,2856 REYNOLDS ST,OMAHA,68112,"HOME PRIDE CONTRACTORS, INC",Asphalt,661.0,116100.0,85.0,17500.0,2025-11-12,2025-11-21,8639.67963509038,6325.235000000001,908.0000000000003,9166.819,500.0,9467.8045,12,500.0,9467.8045,11174.765,1.7666956247475387,2314.44463509038
BLD-25-16041,2025-11-14,RE-ROOF,Issued,douglas,8533 CHARLES ST,OMAHA,68114,RED RHINO ROOFS & SOLAR LLC,Asphalt,1280.0,186700.0,77.0,5500.0,2025-11-12,2025-11-21,9307.478154424236,16386.0,9580.7,31165.915000000005,7702.65,45498.19999999998,12,7702.65,45498.19999999998,-10886.0,-0.6643476138166727,-7078.521845575764
